HouseholdID,State,Sector,BuildingType,ElectricitySource,TariffBand,HasMeter,RenewableEnergy,BackupPower,NumOccupants,NumRooms,NumAppliances,MonthlyIncome(NGN),BuildingAge(Years),MonthlyBill(NGN),GeneratorFuelCost(NGN),HoursPowerDaily,SolarCapacity(kW),MonthlyConsumption(kWh),PeakHourUsage,NumACUnits,NumFreezers,ConsumptionCategory
HH009184,Plateau,Industrial,Shop,NEPA/PHCN,Band C,No,Yes,ups,6,2,7,20000.0,3,27330.0,3926.0,5.6,2.7,432.8,7.1,1,1,Heavy
HH009185,Kwara,Residential,Duplex,nepa,Band C,no,yes,Generator,8,6,8,98851.0,23,13792.0,8871.0,13.2,0.6,217.7,4.2,0,0,low
HH009186,Anambra,Industrial,Flat,Both,Band E,no,No,Generator,4,3,2,109036.0,17,31366.0,1815.0,16.3,0.0,221.0,7.8,2,3,H
HH009187,Oyo,Agricultural,Shop,solar,Band C,Yes,No,None,2,4,6,-62803.0,13,18747.0,1205.0,5.0,0.0,20.0,6.2,3,1,L
HH009188,Plateau,Industrial,Office,NEPA/PHCN,band b,Yes,0,Generator,3,3,9,20000.0,12,2880.0,3055.0,10.2,0.0,103.9,6.1,1,1,Heavy
HH009189,Oyo,Industrial,Flat,Off-grid,Band B,Yes,No,Solar,3,4,13,351813.0,21,14155.0,1873.0,11.8,0.0,546.7,8.5,2,2,very high
HH009190,Kaduna,Government,Duplex,NEPA/PHCN,Band D,No,No,Solar,6,1,3,20000.0,6,30323.0,46996.0,8.1,0.0,37.3,8.7,1,1,Minimal
HH009191,Anambra,Residential,Factory,Generator,Band D,Yes,No,Generator,3,5,7,98217.0,22,3917.0,25675.0,17.9,0.0,55.4,5.4,1,1,Low
HH009192,Niger,Agricultural,Bungalow,NEPA/PHCN,Band D,No,No,UPS,6,2,10,20000.0,25,17785.0,10335.0,19.2,0.0,46.3 kWh,6.1,0,0,L
HH009193,Enugu,Industrial,flat,NEPA/PHCN,Band C,yes,no,None,6,6,12,229983.0,10,3773.0,1462.0,1.7,0.0,965.7,4.3,1,2,very high
HH009194,Enugu,Industrial,Bungalow,Off-grid,Band B,no,No,Generator,4,6,10,168754.0,28,1603.0,8042.0,2.8,0.0,20.0,4.3,1,0,high
HH009195,Bauchi,Residential,Shop,Both,Band D,no,No,None,8,4,7,23194.0,7,"NGN3,859",2220.0,7.7,0.0,441.7,5.1,1,1,Medium
HH009196,Enugu,Commercial,Flat,Solar,Band D,Yes,No,generator,5,4,5,74117.0,12,1201.0,6763.0,4.6,0.0,175.3,6.7,2,0,MODERATE
HH009197,Lagos,Commercial,Bungalow,NEPA/PHCN,Band B,Yes,1,Solar,7,3,5,165641.0,28,29119.0,6473.0,19.6,1.6,224.1,9.0,3,1,Extreme
HH009198,Lagos,Commercial,Flat,Solar,Band B,Yes,No,Generator,1,6,8,56278.0,0,1000.0,9084.0,9.1,0.0,91.3,3.1,3,0,H
HH009199,Enugu,Industrial,Duplex,Generator,Band E,No,No,UPS,4,6,6,179351.0,0,35963.0,6853.0,9.4,0.0,389.4,6.2,1,1,HEAVY
HH009200,Oyo,Residential,Bungalow,NEPA/PHCN,Band D,No,No,Generator,1,1,8,155957.0,8,18893.0,1600.0,14.6,0.0,1110.7,1.7,0,1,high
HH009201,Anambra,Residential,Duplex,Both,Band B,Yes,Yes,solar,1,7,7,"NGN83,886",22,2292.0,1023.0,22.0,1.4,20.0,5.4,3,0,AVERAGE
HH009202,Abuja,Residential,Shop,nepa,C,Yes,No,Solar,6,6,15,"NGN24,646",16,3879.0,"NGN2,109",18.3,0.0,1174.2,8.3,4,1,Extreme
HH009203,Anambra,Residential,Bungalow,Generator,Band D,Yes,Yes,Generator,1,2,9,310424.0,3,7148.0,25477.0,8.9,0.5,974.3,7.3,0,1,Very heavy
HH009204,Benue,Residential,Warehouse,Solar,Band C,Yes,No,Solar,5,6,7,89131.0,0,79963.0,12818.0,6.0,0.0,20.0,4.1,2,1,low
HH009205,Bauchi,Residential,Bungalow,Both,Band B,No,no,UPS,2,6,9,61302.0,18,18770.0,2947.0,15.8,0.0,20.0,4.9,0,1,low
HH009206,Enugu,Residential,Office,NEPA/PHCN,Band D,Yes,No,solar,2,2,6,286163.0,12,8316.0,15690.0,7.1,0.0kw,289.1,8.2,2,0,Moderate
HH009207,Anambra,Commercial,Shop,NEPA,C,no,no,Generator,2,6,8,275028.0,15,30942.0,11543.0,12.7,0.0,70.6,4.0,1,1,MODERATE
HH009208,Rivers,Residential,flat,NEPA,Band A,Yes,Yes,UPS,4,4,8,54183.0,14,44453.0,7269.0,11.6,4.0,264.2,5.9,2,0,moderate
HH009209,Lagos,Government,Bungalow,Solar,Band C,No,yes,UPS,6,3,4,149703.0,17,1496.0,1080.0,5.3,8.6,20.0,3.1,3,0,MINIMAL
HH009210,Lagos,Industrial,Factory,NEPA/PHCN,Band E,No,yes,Generator,5,4,11,66197.0,,2265.0,"NGN23,146",15.5,,182.7,8.3,1,0,high
HH009211,Oyo,Industrial,Bungalow,Solar,D,Yes,No,GEN,1,3,4,53286.0,9,8500.0,11088.0,8.4,0.0,954.9,7.7,2,1,VH
HH009212,Abuja,Residential,Flat,NEPA/PHCN,Band A,No,yes,Generator,6,1,5,114855.0,5,1301.0,1201.0,0.0,2.5,80.6,8.0,0,0,LOW
HH009213,Bauchi,Commercial,Factory,nepa,Band D,Yes,No,None,2,3,5,228153.0,11,10858.0,14873.0,17.4,0.0,95.9,3.5,1,1,low
HH009214,Enugu,Commercial,Duplex,Generator,Band B,Yes,yes,None,2,4,7,39517.0,5,1000.0,21254.0,14.6,4.3,323.2,7.1,0,1,Average
HH009215,Kwara,Agricultural,Duplex,Generator,Band C,yes,No,None,4,5,10,63526.0,12,33878.0,16002.0,5.5,0.0,115.4,7.2,3,2,HEAVY
HH009216,Plateau,Industrial,Bungalow,Grid,Band D,Yes,No,Generator,10,5,8,340992.0,9,"NGN19,162",5974.0,12.9,0.0,20.0,6.8,1,3,very high
HH009217,Oyo,Commercial,Bungalow,Generator,Band C,Yes,Yes,Solar,4,1,13,26696.0,6,33750.0,10026.0,14.0,3.2,903.6,5.2,1,0,Extreme
HH009218,Oyo,Government,Bungalow,nepa,Band A,No,yes,None,2,3,8,92943.0,17,4033.0,73.0,3.6,0.7,322.8,6.1,0,2,L
HH009219,Abuja,Residential,bungalow,Both,Band D,Yes,No,None,3,4,9,382894.0,14,23033.0,471.0,9.9,0.0,246.0,5.9,2,2,AVERAGE
HH009220,Delta,Residential,Bungalow,Generator,Band A,No,No,Generator,7,2,8,467781.0,13,39703.0,15885.0,13.0,0.0,1282.4,6.1,1,0,very high
HH009221,Niger,Commercial,Factory,NEPA/PHCN,Band B,Y,No,UPS,1,7,4,238489.0,13,11056.0,952.0,12.0,0.0kw,515.8,3.1,1,1,High
HH009222,Enugu,Residential,Factory,nepa,Band C,Yes,no,None,5,4,10,308803.0,23,3951.0,5229.0,12.0,0.0,1346.0,4.9,2,1,very high
HH009223,Kwara,Residential,Office,nepa,E,No,Yes,None,6,4,12,295182.0,15,6079.0,3481.0,13.1,3.0,703.5,7.8,1,1,EXTREME
HH009224,Niger,Industrial,Factory,NEPA/PHCN,Band D,Yes,No,Generator,7,4,4,117868.0,21,51708.0,3725.0,2.0,0.0,564.8,5.6,3,0,VERY HIGH
HH009225,Lagos,Residential,Office,NEPA/PHCN,Band B,No,No,None,2,3,7,258371.0,12,49861.0,15251.0,4.7,0.0,117.4,8.2,2,2,MODERATE
HH009226,Abuja,Commercial,Flat,nepa,Band E,Yes,No,None,9,2,6,331399.0,6,1375.0,2902.0,16.5,0.0,188.0,8.2,2,0,high
HH009227,Kwara,Government,Flat,Mixed,Band B,no,yes,ups,1,3,10,104786.0,11,6673.0,10932.0,5.0,1.8,119.1,9.3,0,2,Low
HH009228,Rivers,Residential,flat,NEPA,Band C,Yes,Yes,None,7,5,12,95839.0,18,2628.0,6723.0,13.1,1.9,123.7,7.4,0,0,Average
HH009229,Oyo,Residential,Warehouse,Both,Band D,Yes,Yes,None,4,6,7,51489.0,7,22380.0,3865.0,10.3,1.1,189.0,5.3,0,0,Low
HH009230,Niger,Residential,Office,solar,Band C,No,No,Solar,1,6,13,42765.0,0,1000.0,"₦15,348",8.8,0.0,70.2,7.8,2,0,MODERATE
HH009231,Abuja,Residential,Bungalow,NEPA/PHCN,Band D,No,No,No Backup,7,4,3,307807.0,18,24851.0,21142.0,11.0,0.0,508.8,4.3,0,2,AVERAGE
HH009232,Lagos,Residential,Flat,NEPA/PHCN,Band D,Yes,No,No Backup,8,6,7,20000.0,13,"NGN5,322",7748.0,2.7,0.0,133.7,8.7,0,0,LOW
HH009233,Anambra,Residential,Flat,Generator,Band D,Yes,No,Solar,8,6,4,385611.0,12,9947.0,4566.0,11.9,0.0,327.2,7.0,1,0,Medium
HH009234,Bauchi,Residential,Factory,Off-grid,Band C,No,no,None,4,1,4,216341.0,4,25898.0,9728.0,5.0,0.0,104.3,5.3,3,1,low
HH009235,Lagos,Residential,Office,generator,Band A,Yes,Yes,Generator,5,3,16,"₦47,060",18,68564.0,7663.0,6.5,2.0,62.6,7.7,0,0,M
HH009236,Niger,Industrial,Flat,NEPA/PHCN,Band E,Yes,no,Generator,4,2,12,27017.0,0,"NGN16,438",1544.0,5.0,0.0,136.6,7.2,4,1,EXTREME
HH009237,Sokoto,Government,Office,Solar,Band A,No,No,solar,9,4,12,81303.0,14,4444.0,"NGN12,058",7.0,0.0,446.4,5.8,2,0,Very High
HH009238,Rivers,Industrial,Bungalow,NEPA/PHCN,Band C,Yes,No,Generator,1,4,6,85580.0,0,8938.0,3960.0,4.3,0.0,20.0,7.9,1,0,L
HH009239,Abuja,Commercial,Shop,nepa,Band B,No,Yes,None,5,4,9,55853.0,0,6992.0,483.0,12.9,3.8,37.5,5.5,3,1,high
HH009240,Plateau,Residential,Duplex,Generator,Band B,Yes,Yes,generator,4,3,7,20000.0,16,39856.0,9008.0,15.3,3.4,100.7,3.9,1,2,L
HH009241,Rivers,Industrial,Office,solar,Band B,Yes,Yes,None,2,6,8,155045.0,10,13087.0,25437.0,5.0,6.8,198.0,7.1,1,0,high
HH009242,Enugu,Residential,Bungalow,NEPA/PHCN,Band B,yes,no,solar,4,4,5,104176.0,13,14662.0,14521.0,11.6,0.0,919.6,4.2,3,0,Very heavy
HH009243,Enugu,Residential,Bungalow,Both,D,Yes,yes,Generator,5,3,9,120756.0,7,27658.0,5697.0,11.1,1.8,394.8,4.5,1,0,L
HH009244,Sokoto,Industrial,Bungalow,Generator,band b,No,no,None,5,3,8,168860.0,5,44317.0,28689.0,2.4,0.0,80.0,1.2,3,0,Heavy
HH009245,Plateau,Residential,DUPLEX,NEPA/PHCN,Band C,Yes,No,None,4,2,10,439807.0,14,7388.0,3057.0,11.4,0.0,1131.0,5.5,2,0,Very High
HH009246,Benue,Residential,Office,Solar,Band C,Yes,No,No Backup,3,2,8,224430.0,12,6799.0,1915.0,8.2,0.0,597.0,6.3,0,2,moderate
HH009247,Anambra,Government,Flat,Solar,Band A,Yes,No,ups,4,4,6,121301.0,15,3721.0,"NGN6,606",5.8,0.0 kW,287.8,6.6,0,2,MODERATE
HH009248,Niger,Government,Shop,Generator,Band D,yes,Yes,Generator,4,2,9,664431.0,20,5516.0,11379.0,5.9,0.5,80.6,5.4,1,1,LOW
HH009249,Sokoto,Residential,Office,Both,Band B,Yes,Yes,Generator,3,5,8,155893.0,21,13530.0,5175.0,5.9,2.2,484.2,3.4,1,1,Medium
HH009250,Plateau,Residential,Office,Both,Band A,Yes,No,No Backup,4,4,7,133791.0,23,37399.0,3668.0,8.8,0.0,104.3,2.7,2,1,M
HH009251,Sokoto,Commercial,Flat,NEPA/PHCN,Band C,1,No,None,3,5,4,353126.0,29,51482.0,44134.0,9.1,0.0kw,339.0,4.2,0,1,HEAVY
HH009252,Benue,Industrial,Bungalow,Both,Band B,yes,Yes,Generator,5,3,7,49854.0,17 years,57957.0,13437.0,11.9,3.0,32.5,7.3,0,0,low
HH009253,Oyo,Residential,Duplex,Both,Band A,No,No,Generator,3,7,7,216914.0,20,4525.0,1423.0,5.4,0.0,-1179.0,7.0,2,1,Very heavy
HH009254,Delta,Commercial,Bungalow,NEPA/PHCN,Band A,Yes,no,Solar,8,5,7,158354.0,19,21874.0,2715.0,7.8,0.0,81.7,6.1,0,1,MODERATE
HH009255,Kano,Agricultural,Office,Both,E,yes,yes,Generator,4,5,7,77483.0,5,8906.0,8681.0,19.9,0.7,230.7,6.6,2,2,MODERATE
HH009256,Kwara,Residential,Duplex,NEPA,Band D,No,No,None,7,1,11,"NGN20,000",0,1790.0,6368.0,15.6,0.0,139.7,8.6,0,3,MODERATE
HH009257,Rivers,Government,Flat,NEPA,Band D,Yes,No,none,6,3,6,225572.0,10,-18518.0,3025.0,11.9 hours,0.0,43.9,5.6,0,1,LOW
HH009258,Kwara,Agricultural,Flat,NEPA/PHCN,Band B,Yes,Yes,None,2,4,5,443763.0,15,23723.0,84711.0,1.6,1.6,,3.2,1,0,low
HH009259,Anambra,Residential,Bungalow,Both,Band C,Yes,no,generator,3,3,7,37615.0,0 years,29003.0,5476.0,5.8,0.0,935.1,4.4,1,1,Heavy
HH009260,Kwara,Industrial,OFFICE,nepa,Band D,Y,No,ups,2,5,10,33883.0,0,13315.0,4164.0,9.6,0.0,94.7,9.7,1,1,HEAVY
HH009261,Kwara,Residential,flat,Generator,Band D,No,No,No Backup,3,5,6,23169.0,12,34343.0,18104.0,4.3,0.0,54.1,6.7,1,1,Minimal
HH009262,Bauchi,Industrial,Bungalow,Solar,D,No,no,None,2,4,8,116969.0,15,12171.0,5366.0,4.8,0.0,20.0,7.2,0,0,MINIMAL
HH009263,Benue,Industrial,Shop,NEPA/PHCN,Band A,Yes,No,UPS,4,2,5,68625.0,1,46425.0,1383.0,15.6,0.0,378.0,9.9,2,0,VH
HH009264,Lagos,Residential,Flat,Generator,Band B,Prepaid,yes,Generator,8,4,5,178031.0,7,14967.0,16282.0,12.8,1.3,106.9,6.9,1,0,Minimal
HH009265,Abuja,Industrial,Shop,Solar,Band C,Yes,no,Generator,2,6,11,"NGN52,296",1,8394.0,2445.0,7.1,0.0,449.9,6.0,0,0,HEAVY
HH009266,Oyo,Industrial,Bungalow,NEPA/PHCN,C,Yes,Yes,None,5,6,11,280300.0,0,10620.0,"₦5,546",1.3,0.7,167.0,6.7,2,2,Very High
HH009267,Kano,Residential,Bungalow,Generator,Band C,no,Yes,Generator,4,1,14,49859.0,13,4141000.0,26534.0,17.2,0.5,27.3 kWh,4.6,1,0,Average
HH009268,Abuja,Residential,bungalow,Generator,Band D,No,no,Solar,9,7,8,144512.0,29,5298.0,10206.0,10.5,0.0,298.0,8.2,1,0,H
HH009269,Lagos,Residential,bungalow,NEPA/PHCN,Band B,Yes,1,None,6,9,7,248250.0,11,32821.0,7356.0,12.0,1.2,46.6,5.9,2,3,HIGH
HH009270,Kwara,Commercial,Flat,Solar,Band D,Yes,No,None,3,7,11,139832.0,10,11075.0,19202.0,7.3,0.0,790.6,3.6,1,1,VH
HH009271,Kano,Agricultural,bungalow,NEPA,Band D,Postpaid,No,None,4,5,10,130725.0,23,8532.0,3643.0,9.7,0.0,249.8,7.3,2,2,HIGH
HH009272,Lagos,Industrial,Office,NEPA/PHCN,Band C,No,yes,UPS,4,5,7,78088.0,17,6328.0,12645.0,12.3,3.8,20.0,2.8,3,0,MODERATE
HH009273,Benue,Residential,Bungalow,Both,Band C,Yes,Yes,Generator,6,4,12,255411.0,16,3390.0,3966.0,15.9,4.2,364.7,6.8,0,0,HIGH
HH009274,Lagos,Commercial,Duplex,NEPA/PHCN,Band D,Yes,Yes,None,2,7,4,330664.0,20,5528.0,4344.0,9.7,0.9,490.2,5.2,0,0,Moderate
HH009275,Benue,Residential,Bungalow,NEPA/PHCN,Band B,Yes,no,None,2,5,10,78479.0,20,1000.0,4685.0,8.6,0.0,20.0,1.0,0,1,MINIMAL
HH009276,Lagos,Residential,Shop,Grid,Band B,No,No,UPS,6,3,9,29161.0,8,36469.0,16717.0,10.6,0.0,483.3,8.9,1,1,VERY HIGH
HH009277,Enugu,Commercial,Warehouse,Both,Band B,Yes,No,UPS,4,4,9,247153.0,22,11331.0,2589.0,7.3,0.0,111.4,7.0,0,1,M
HH009278,Sokoto,Commercial,Flat,NEPA/PHCN,band a,Prepaid,No,Generator,6,7,11,40578.0,5,4660.0,8689.0,0.0 hrs,0.0,142.8,7.4,2,0,Very heavy
HH009279,Kano,Commercial,Office,Both,Band A,Yes,No,None,4,7,6,402684.0,13,8307.0,3111.0,15.8,0.0,877.7,4.4,2,2,VERY HIGH
HH009280,Plateau,Agricultural,Factory,NEPA/PHCN,Band A,Yes,Y,None,11,6,12,226564.0,13,"NGN1,413",565.0,8.1,1.2,761.6,6.7,1,1,EXTREME
HH009281,Lagos,Commercial,Duplex,generator,Band C,Yes,No,None,5,3,11,29364.0,21,83383.0,4027.0,10.2,0.0,97.1,7.2,0,1,M
HH009282,Delta,Commercial,Duplex,NEPA/PHCN,Band C,yes,Yes,Solar,3,5,5,20000.0,10,6751.0,40608.0,11.0,4.3,26.8,6.7,2,0,moderate
HH009283,Kwara,Residential,Flat,NEPA,Band B,yes,No,Generator,5,2,6,26989.0,22,8256.0,3440.0,10.9,0.0,4600.0,6.9,0,0,LOW
HH009284,Kano,Agricultural,Office,NEPA/PHCN,Band E,Yes,No,None,3,6,3,"NGN106,210",11,16448.0,2243.0,3.3,0.0,55.0 kWh,4.5,0,3,Minimal
HH009285,Enugu,Industrial,Shop,Both,Band B,Yes,Yes,None,1,6,6,57549.0,8,35745.0,9948.0,8.0,2.1kw,458.4,5.0,5,0,VERY HIGH
HH009286,Rivers,Government,Duplex,solar,Band C,Yes,no,Solar,3,3,8,245986.0,12,11094.0,10924.0,16.9,0.0,115.1,6.3,2,2,HIGH
HH009287,Rivers,Residential,Flat,NEPA/PHCN,Band C,Yes,No,Solar,3,3,8,41376.0,17,8489.0,12537.0,8.0,0.0,22.3,7.3,4,0,Moderate
HH009288,Oyo,Commercial,Factory,NEPA/PHCN,Band B,Yes,No,Generator,1,1,8,"₦152,897",7,3875.0,,5.4,0.0,24.5,3.3,1,2,Low
HH009289,Kaduna,Commercial,Bungalow,Both,Band B,0,N,None,6,6,10,112858.0,11,12510.0,5794.0,6.9,0.0,20.0,5.1,1,1,H
HH009290,Delta,Residential,Flat,NEPA/PHCN,D,no,Yes,None,6,3,9,"NGN288,545",14,5038.0,26777.0,9.4 hrs,1.3,551.9,7.5,1,1,H
HH009291,Bauchi,Commercial,Bungalow,Both,Band C,Yes,No,UPS,4,6,9,"NGN170,886",12,14003.0,13587.0,11.6,0.0,58.0,4.8,2,0,high
HH009292,Bauchi,Government,Flat,Both,Band E,Yes,Yes,None,4,3,5,100495.0,25,47619.0,24289.0,9.1,7.6,45.9,3.3,0,0,L
HH009293,Rivers,Residential,Factory,Generator,Band B,Y,No,generator,1,5,9,483188.0,18,1349.0,1549.0,8.8,0.0,20.0,9.8,1,1,Low
HH009294,Enugu,Residential,Duplex,Both,Band D,Yes,Yes,ups,4,2,6,119395.0,11,4983.0,7789.0,8.8,0.9,20.0,5.1,3,0,Minimal
HH009295,Niger,Industrial,Shop,NEPA/PHCN,Band D,Yes,Yes,None,1,4,11,20000.0,9,1000.0,35013.0,15.1,1.6,1000.6,7.8,0,4,Very heavy
HH009296,Kaduna,Residential,Duplex,solar,Band C,Yes,No,Generator,3,3,9,185451.0,25,22047.0,7071.0,8.7 hrs,0.0,413.1,7.6,1,2,high
HH009297,Bauchi,Commercial,Bungalow,Generator,Band D,Yes,Yes,Generator,1,2,7,49380.0,,13409.0,1416700.0,14.6,0.5,180.7,6.1,1,1,L
HH009298,Lagos,Commercial,Flat,nepa,Band E,No,0,None,2,2,6,241997.0,5,63493.0,22241.0,6.4,0.0,379.9,4.5,4,0,very high
HH009299,Lagos,Residential,bungalow,NEPA/PHCN,Band A,Yes,Yes,None,2,7,5,342039.0,16,11787.0,27417.0,10.2,1.8,238.7,5.5,2,1,moderate
HH009300,Anambra,Industrial,Bungalow,Both,Band C,Yes,No,Generator,6,2,9,96007.0,29,8271.0,16846.0,4.3,0.0,411.2,6.2,1,0,HIGH
HH009301,Kwara,Commercial,Duplex,NEPA/PHCN,Band D,yes,yes,Generator,4,2,7,92194.0,12,31508.0,5176.0,8.4,0.5,662.7,4.7,0,0,moderate
HH009302,Kaduna,Government,Office,NEPA/PHCN,Band B,Prepaid,no,Generator,2,9,5,543187.0,16 years,17665.0,9542.0,5.7,0.0,422.7,4.0,1,1,high
HH009303,Kwara,Industrial,Flat,NEPA/PHCN,Band C,Yes,Y,UPS,1,1,5,465028.0,30,"NGN12,443",8315.0,13.4,3.6,287.8,4.7,1,0,low
HH009304,Enugu,Government,Bungalow,Solar,Band C,no,No,Generator,4,4,11,96218.0,12,21535.0,2278.0,18.1,0.0,,7.8,1,0,high
HH009305,Niger,Residential,Duplex,Generator,Band D,no,No,Solar,1,3,6,46407.0,25,"₦2,763",8264.0,17.2,0.0,307.7,5.5,2,3,Medium
HH009306,Delta,Residential,Shop,Generator,Band D,Yes,No,Generator,4,3,9,160346.0,14,21106.0,8694.0,20.6,0.0,55.8 kWh,6.3,1,1,MODERATE
HH009307,Benue,Residential,OFFICE,Mixed,Band C,Yes,No,None,2,3,4,277511.0,29,10636.0,21748.0,10.8,0.0,110.7,7.2,3,2,moderate
HH009308,Kaduna,Residential,Bungalow,NEPA/PHCN,D,yes,No,Generator,3,6,9,79306.0,15,7618.0,22183.0,7.6,0.0,563.5,8.9,0,1,HIGH
HH009309,Rivers,Government,Office,nepa,Band B,0,No,Solar,5,4,12,54247.0,35,5287.0,2308.0,9.9,0.0,162.9,6.6,2,1,HIGH
HH009310,Delta,Commercial,Bungalow,Generator,Band E,no,no,Generator,2,1,11,20000.0,17,9390.0,"₦8,803",16.3,0.0,419.1,8.0,0,2,H
HH009311,Anambra,Industrial,Office,Generator,Band C,Yes,No,Generator,6,3,3,344648.0,17,1520.0,4960.0,0.0,0.0,921.9,6.5,0,0,VERY HIGH
HH009312,Bauchi,Residential,Bungalow,NEPA/PHCN,Band D,Yes,No,Generator,2,5,6,417773.0,14,9282.0,22499.0,11.3,0.0,249.9,5.8,1,0,MINIMAL
HH009313,Plateau,Residential,Bungalow,Both,Band B,yes,No,Generator,5,1,11,54620.0,11,"₦48,603",902.0,12.1,0.0,77.5,7.5,0,2,MODERATE
HH009314,Kwara,Government,Shop,Generator,Band A,Yes,Yes,None,2,7,3,134228.0,16,3878.0,12554.0,6.8,1.0,629.0,7.7,0,3,HEAVY
HH009315,Kwara,Residential,Bungalow,NEPA,Band D,no,Yes,UPS,4,7,9,119317.0,11,59504.0,1229.0,11.3,1.8,152.9,3.9,0,1,LOW
HH009316,Bauchi,Industrial,Duplex,Off-grid,Band B,No,No,Generator,1,4,9,128729.0,23,"₦9,544",1813.0,12.4,0.0,385.4,5.6,1,0,Heavy
HH009317,Delta,Residential,OFFICE,NEPA/PHCN,Band C,Yes,Yes,Solar,1,4,9,34464.0,17,17927.0,10357.0,15.3,7.4,1028.8,8.5,0,0,very high
HH009318,Lagos,Government,Warehouse,NEPA/PHCN,Band A,Yes,0,ups,5,3,11,101251.0,11,1764.0,3464.0,6.9,0.0,222.1,5.5,4,1,Very High
HH009319,Kwara,Commercial,Bungalow,Generator,Band D,yes,No,Solar,3,4,10,20000.0,6,9213.0,356.0,13.7 hrs,0.0,427.7,4.6,2,0,high
HH009320,Anambra,Industrial,Office,Solar,Band D,Yes,no,none,6,5,11,46191.0,9,4989.0,7090.0,13.9,0.0,536.0,5.6,0,3,Extreme
HH009321,Niger,Residential,Office,Generator,B,0,No,ups,4,3,8,"₦34,819",8,1000.0,7652.0,9.5,0.0,781.6 kWh,6.7,0,0,H
HH009322,Rivers,Commercial,Flat,Off-grid,A,Yes,Yes,Solar,2,3,11,171906.0,3,35061.0,926.0,7.0,2.3,257.7 kWh,5.1,1,0,M
HH009323,Sokoto,Government,flat,nepa,Band D,no,Yes,None,3,4,9,137986.0,8,25636.0,2648.0,16.1,2.7,311.4,6.5,1,5,H
HH009324,Kano,Government,Factory,Off-grid,Band B,yes,Yes,None,6,4,7,40048.0,12,1000.0,3215.0,15.3,2.2,97.9,5.0,0,0,MINIMAL
HH009325,Rivers,Residential,Factory,Generator,Band C,yes,No,Generator,8,2,7,79220.0,0,"NGN16,433",2021.0,15.9,0.0,196.7,5.8,2,1,moderate
HH009326,Rivers,Residential,Duplex,Generator,Band C,No,No,UPS,4,4,9,91941.0,11,23334.0,16728.0,19.7,0.0,159.8,4.6,1,2,H
HH009327,Niger,Residential,Flat,Generator,Band A,Yes,Yes,Generator,3,2,8,408577.0,18,1960.0,"NGN9,176",9.2,0.6,45.3,5.1,1,1,low
HH009328,Kwara,Residential,Flat,Solar,D,Yes,No,UPS,2,6,4,505820.0,4,29070.0,9406.0,12.4,0.0,297.4,6.2,0,1,L
HH009329,Plateau,Industrial,Duplex,Both,Band D,No,Yes,Generator,6,3,6,67310.0,18,1000.0,6939.0,8.8,8.6,365.9,5.5,0,1,Medium
HH009330,Abuja,Residential,Bungalow,generator,Band A,No,No,None,3,6,6,20000.0,4,51636.0,2683.0,6.4,0.0,393.5,7.2,1,0,Average
HH009331,Bauchi,Residential,Bungalow,Solar,D,Yes,No,None,6,3,6,95727.0,9,"₦29,055",1234.0,9.0,0.0,48.0,3.0,2,0,Minimal
HH009332,Benue,Commercial,Bungalow,NEPA/PHCN,Band E,Yes,No,None,5,5,6,589402.0,9,9375.0,8741.0,14.8,0.0,231.8,6.6,3,2,Extreme
HH009333,Bauchi,Commercial,Duplex,Generator,B,Yes,No,Generator,7,4,11,20000.0,8,72195.0,8166.0,14.7,0.0,98.0,5.5,4,2,EXTREME
HH009334,Lagos,Industrial,Duplex,Both,Band B,No,Yes,None,3,6,11,"NGN20,000",9,29576.0,15374.0,11.0,5.2,228.0,9.0,2,1,Extreme
HH009335,Benue,Agricultural,Duplex,Both,Band B,no,No,None,4,2,4,22035.0,18,56531.0,32954.0,16.7,0.0,343.8,4.9,1,1,AVERAGE
HH009336,Kwara,Residential,Flat,Solar,Band C,yes,Y,Generator,3,2,13,369852.0,9,43659.0,6065.0,12.3,0.5,124.1,10.9,1,0,moderate
HH009337,Benue,Industrial,Flat,NEPA/PHCN,Band B,Yes,Y,none,5,7,12,138399.0,17,12890.0,"₦18,532",5.5,3.8,319.6,6.7,1,1,Very heavy
HH009338,Lagos,Residential,Duplex,generator,Band C,No,No,Solar,7,1,8,96394.0,12,2378.0,9838.0,4.0 hours,0.0,198.4,10.5,0,0,L
HH009339,Niger,Residential,DUPLEX,nepa,Band A,Yes,yes,Solar,1,6,14,104771.0,5,17337.0,11701.0,,3.9,397.5,9.1,1,1,Very High
HH009340,Bauchi,Residential,Office,NEPA/PHCN,Band E,1,No,Solar,5,6,10,328884.0,8,23641.0,24393.0,13.1,0.0,567.6,4.9,2,0,very high
HH009341,Enugu,Residential,Shop,Generator,Band B,Yes,Yes,solar,4,5,11,20000.0,0,"NGN2,453",15698.0,17.3,1.0,20.0,5.8,4,1,HIGH
HH009342,Bauchi,Residential,flat,Solar,Band C,Yes,yes,Generator,4,7,8,20000.0,11,"₦5,295",758.0,7.8,2.2,432.8,9.4,3,1,Heavy
HH009343,Abuja,Residential,Bungalow,Solar,C,Yes,No,None,5,4,7,64351.0,4,17959.0,21058.0,7.4,0.0,720.0,3.7,1,0,Heavy
HH009344,Benue,Government,Flat,Generator,Band D,No,yes,Generator,10,9,8,99131.0,12,12217.0,"NGN23,086",13.9,7.5,122.0,9.7,0,0,HEAVY
