State,Sector,BuildingType,ElectricitySource,TariffBand,HasMeter,RenewableEnergy,BackupPower,NumOccupants,NumRooms,NumAppliances,BuildingAge(Years),HoursPowerDaily,SolarCapacity(kW),PeakHourUsage,NumACUnits,NumFreezers,ConsumptionCategory,MonthlyIncome_log,MonthlyBill_log,GeneratorFuelCost_log,MonthlyConsumption_log,consumption_rate,House_comfort,usage_rate,appliance_consumption,Hourly_rate
Enugu,Residential,Shop,NEPA/PHCN,B and D,No,Yes,Solar,7,6,6,4,10.4,4.2,6.1,3,3,Very high,9.0822,9.0822,9.515985144802135,6.150602768446279,0.88,0.757,0.488,0.867,0.591
Niger,Industrial,Office,Solar,B and A,Yes,Yes,Generator,3,2,8,0,16.6,1.9,6.4,1,1,High,9.9739,9.9739,8.67812085552252,4.71492104994721,1.57,0.997,0.535,1.66,0.284
Kano,Residential,Office,NEPA/PHCN,B and B,Yes,No,Generator,3,6,5,8,17.1,0.0,1.0,1,0,Low,10.518,10.518,8.15507488781144,4.840242308167575,1.61,0.956,0.563,1.555,0.283
Plateau,Commercial,Office,Generator,B and D,No,No,Generator,4,3,7,32,15.5,0.0,5.9,3,0,Moderate,9.7742,9.7742,6.0063531596017325,4.789988622980633,1.2,0.977,0.619,1.55,0.309
Sokoto,Commercial,Bungalow,NEPA/PHCN,B and C,Yes,No,Generator,6,5,5,17,8.5,0.0,5.2,1,2,Very high,9.0396,9.0396,9.167286722498684,6.138374792422603,1.02,0.904,0.496,0.85,0.722
Anambra,Commercial,Bungalow,NEPA/PHCN,B and A,No,No,Generator,4,2,8,6,9.4,0.0,7.1,1,0,Very high,9.8665,9.8665,9.9686664935611,6.948993186998382,1.74,0.987,0.497,0.94,0.739
Sokoto,Commercial,Flat,Generator,B and C,No,Yes,Solar,5,4,8,7,11.2,1.7,7.9,1,2,Moderate,9.641,9.641,8.048468743668883,5.853638230200579,1.17,0.803,0.545,0.933,0.523
Benue,Government,Bungalow,NEPA/PHCN,B and C,Yes,Yes,Generator,5,5,9,6,8.2,2.8,8.6,1,2,High,6.9088,6.9088,10.105856804633861,4.535820107853298,0.91,0.493,0.406,0.586,0.553
Anambra,Residential,Shop,NEPA/PHCN,B and B,No,Yes,Generator,2,2,5,11,10.1,0.5,11.2,2,2,Low,9.838,9.838,7.705262474866325,4.180522258463153,2.09,1.405,0.561,1.443,0.414
Abuja,Commercial,Office,Both,B and D,Yes,Yes,Generator,2,8,6,0,14.0,4.1,4.7,1,0,Moderate,9.5015,9.5015,5.0238805208462765,6.090404494962885,3.05,0.679,0.654,1.0,0.435
Enugu,Government,Office,Generator,B and B,No,Yes,Solar,3,4,9,9,2.4,1.2,6.6,0,0,Low,9.5077,9.5077,7.889459149404524,3.1441522786722644,1.05,0.731,0.547,0.185,1.31
Kwara,Residential,Duplex,NEPA/PHCN,B and D,Yes,Yes,No Backup,3,3,6,14,3.6,1.1,5.3,1,2,Low,10.0392,10.0392,10.368949634550589,4.898585790287632,1.63,1.115,0.492,0.4,1.361
Plateau,Residential,Bungalow,Solar,B and D,No,Yes,Generator,6,1,10,14,10.4,4.9,7.9,3,0,Moderate,10.2077,10.2077,8.302017809751204,4.872904620630176,0.81,0.928,0.551,0.945,0.469
Benue,Residential,Duplex,Generator,B and E,Yes,No,Generator,9,3,9,18,17.3,0.0,7.7,1,1,High,9.149,9.149,9.018937706446035,5.949860997252907,0.66,0.762,0.504,1.442,0.344
Oyo,Commercial,Office,NEPA/PHCN,B and C,Yes,No,Generator,3,6,9,13,10.4,0.0,3.6,0,1,Low,10.2264,10.2264,7.785305182539862,4.429625613473161,1.48,0.682,0.568,0.693,0.426
Rivers,Residential,Flat,NEPA/PHCN,B and C,No,Yes,Generator,1,6,9,7,7.8,0.6,4.6,3,3,Very high,9.6695,9.6695,8.242756345714477,6.715746956598639,6.72,0.645,0.54,0.52,0.861
Kwara,Residential,Duplex,Solar,B and D,Yes,Yes,Generator,4,1,9,0,9.5,1.5,6.5,3,1,Moderate,7.3951,7.3951,7.666690200080086,5.689345426858432,1.42,0.74,0.491,0.95,0.599
Oyo,Commercial,Bungalow,Solar,B and C,Yes,No,Solar,5,4,9,17,7.0,0.0,5.9,1,2,Very high,8.774,8.774,9.42375676753181,7.263609886536967,1.45,0.675,0.482,0.538,1.038
Rivers,Commercial,Flat,NEPA/PHCN,B and C,Yes,No,Generator,6,1,9,21,10.6,0.0,8.4,1,1,High,9.9977,9.9977,10.327970666480054,3.845883202923601,0.64,1.0,0.492,1.06,0.363
Enugu,Residential,Duplex,Generator,B and C,Yes,No,No Backup,6,1,7,4,15.2,0.0,3.0,2,1,High,8.7101,8.7101,9.121290555142672,5.982171500196389,1.0,1.089,0.488,1.9,0.394
Rivers,Residential,Flat,Both,B and C,No,Yes,Generator,7,5,5,0,10.0,1.1,8.1,2,1,Moderate,10.1969,10.1969,9.06843112579349,6.018349875889364,0.86,1.02,0.529,1.0,0.602
Niger,Commercial,Flat,Solar,B and D,Yes,Yes,Generator,4,6,12,25,9.1,2.2,6.4,1,0,High,9.2391,9.2391,8.62371303479391,5.536940488710632,1.38,0.513,0.517,0.506,0.608
Kwara,Government,Duplex,NEPA/PHCN,B and C,No,No,Solar,1,4,9,13,13.5,0.0,10.4,2,0,Moderate,7.6014,7.6014,7.327123292259293,3.044522437723423,3.04,0.585,0.509,1.038,0.226
Benue,Commercial,Flat,Solar,B and B,Yes,Yes,Generator,4,2,7,33,12.7,1.2,7.7,0,0,Low,9.5692,9.5692,6.974478911025045,5.549465114271844,1.39,1.063,0.578,1.411,0.437
Niger,Industrial,Duplex,Generator,B and D,Yes,Yes,Generator,5,10,11,0,19.6,5.6,7.0,2,0,Very high,10.7386,10.7386,9.544237868224927,5.051137237405586,1.01,0.511,0.529,0.933,0.258
Bauchi,Residential,Shop,Generator,B and D,No,Yes,Solar,3,5,5,4,16.4,3.7,5.7,0,2,Low,9.9741,9.9741,9.239646715168156,5.161924741642482,1.72,0.997,0.519,1.64,0.315
Kaduna,Residential,Mansion,Both,B and A,Yes,No,Generator,2,6,9,4,13.7,0.0,5.2,1,0,Very high,9.9175,9.9175,9.172493115199734,6.157402624651413,3.08,0.661,0.52,0.913,0.449
Abuja,Commercial,Office,Generator,B and C,Yes,Yes,Solar,1,4,10,5,14.2,2.8,5.4,2,1,High,9.7623,9.7623,10.197909361850968,5.464678903763262,5.46,0.697,0.489,1.014,0.385
Oyo,Industrial,Duplex,NEPA/PHCN,B and D,Yes,Yes,UPS,3,1,9,18,12.1,1.2,3.1,1,0,Low,9.5012,9.5012,8.952475967933584,3.044522437723423,1.01,0.95,0.515,1.21,0.252
Kaduna,Commercial,Duplex,Generator,B and B,No,Yes,No Backup,4,2,5,3,12.2,0.5,2.3,1,2,Low,9.1341,9.1341,9.57519179719905,5.261653382176445,1.32,1.305,0.488,1.743,0.431
Oyo,Industrial,Bungalow,Both,B and A,Yes,No,Generator,1,5,8,12,10.0,0.0,4.6,2,0,High,8.2354,8.2354,10.198132825539048,3.044522437723423,3.04,0.633,0.447,0.769,0.304
Benue,Agricultural,Bungalow,Both,B and D,Yes,Yes,Generator,5,2,7,0,9.7,2.1,6.3,0,1,Low,9.9937,9.9937,9.396736947923277,3.9721769282478934,0.79,1.11,0.515,1.078,0.41
Abuja,Residential,Duplex,Both,B and B,No,No,Generator,4,4,12,4,12.4,0.0,5.0,1,2,Very high,9.0735,9.0735,8.680162019694377,7.108735017594625,1.78,0.567,0.511,0.775,0.573
Bauchi,Residential,Bungalow,NEPA/PHCN,B and D,Yes,No,Solar,3,3,11,14,10.0,0.0,1.0,0,1,Moderate,10.0888,10.0888,9.264336011737194,5.665041646339771,1.89,0.721,0.521,0.714,0.567
Delta,Residential,Flat,Both,B and A,Yes,No,Solar,1,3,9,7,5.4,0.0,3.5,0,0,Low,9.2202,9.2202,9.474088294132333,3.6838669122903918,3.68,0.768,0.493,0.45,0.682
Rivers,Residential,Factory,Both,B and D,Yes,No,Generator,2,2,10,14,7.7,0.0,5.7,3,0,Low,9.9314,9.9314,8.636042325254618,3.835141961092188,1.92,0.828,0.535,0.642,0.498
Enugu,Residential,Shop,Solar,B and C,Yes,No,Generator,4,6,9,10,7.2,0.0,7.2,0,0,Low,8.9182,8.9182,8.662331957082475,3.044522437723423,0.76,0.595,0.507,0.48,0.423
Delta,Government,Bungalow,Generator,B and A,Yes,Yes,Generator,3,1,9,11,9.8,0.7,6.8,2,1,Moderate,8.4688,8.4688,9.38210641483062,4.88507207112091,1.63,0.847,0.474,0.98,0.498
Delta,Residential,Flat,Generator,B and C,Yes,Yes,Generator,2,7,6,12,11.8,2.2,9.2,0,2,Moderate,9.0632,9.0632,9.730561717382535,6.151455283416923,3.08,0.697,0.482,0.908,0.521
Anambra,Residential,Duplex,Generator,B and D,Yes,Yes,Generator,5,1,13,29,14.8,0.9,2.0,4,4,Very high,6.9088,6.9088,9.997751730926211,6.562867732759577,1.31,0.493,0.409,1.057,0.443
Lagos,Residential,Duplex,NEPA/PHCN,B and E,No,Yes,Solar,3,7,5,9,7.8,4.7,5.9,2,0,Moderate,8.3217,8.3217,8.579792333172758,6.189700462716007,2.06,0.693,0.492,0.65,0.794
Kwara,Government,Duplex,NEPA/PHCN,B and C,Yes,Yes,Generator,3,6,9,14,2.3,0.5,6.2,1,0,Low,6.9088,6.9088,9.464439807410837,5.230038525794742,1.74,0.461,0.422,0.153,2.274
Kaduna,Commercial,Office,NEPA/PHCN,B and A,No,No,No Backup,3,3,6,10,15.6,0.0,8.7,2,1,High,9.7961,9.7961,8.558718938244736,3.9219733362813143,1.31,1.088,0.534,1.733,0.251
Kaduna,Government,Bungalow,NEPA/PHCN,B and B,Yes,Yes,UPS,1,4,10,19,5.8,1.9,7.6,1,0,Very high,7.3085,7.3085,10.065861471520387,6.902240098294027,6.9,0.522,0.421,0.414,1.19
Kaduna,Agricultural,Flat,NEPA/PHCN,B and A,Yes,Yes,Generator,3,4,8,14,13.3,12.1,3.4,1,1,Moderate,10.766,10.766,7.00033446027523,5.994460056087781,2.0,0.897,0.606,1.108,0.451
Niger,Commercial,Bungalow,Generator,B and A,No,No,Generator,4,4,6,10,9.2,0.0,7.7,3,1,Very high,8.1608,8.1608,6.450470422144176,6.6826097249972545,1.67,0.816,0.559,0.92,0.726
Benue,Residential,Office,NEPA/PHCN,B and A,Yes,Yes,UPS,4,7,8,0,14.8,4.2,7.0,1,0,Moderate,9.2341,9.2341,9.408453253565146,5.504111279527133,1.38,0.616,0.495,0.987,0.372
Kaduna,Residential,Office,Generator,B and C,No,Yes,Solar,2,5,10,20,15.2,2.2,6.7,1,2,Moderate,9.3528,9.3528,8.09040229659332,5.0238805208462765,2.51,0.624,0.536,1.013,0.331
Benue,Residential,Shop,NEPA/PHCN,B and C,No,Yes,UPS,6,4,4,0,7.4,1.4,3.2,1,1,Low,8.0395,8.0395,9.630168502920114,5.303304908059076,0.88,1.005,0.455,0.925,0.717
Kwara,Industrial,Bungalow,Generator,B and C,No,No,Generator,7,2,8,4,16.4,0.0,7.6,0,0,Very high,9.1172,9.1172,9.919754525,5.775793010632473,0.83,0.912,0.479,1.64,0.352
Delta,Residential,Shop,Generator,B and B,Yes,Yes,Generator,7,4,7,0,0.0,0.6,5.4,0,1,Moderate,8.4892,8.4892,9.89957992770511,6.127523991515078,0.88,0.772,0.462,0.0,inf
Bauchi,Residential,Flat,NEPA/PHCN,B and A,No,No,Generator,7,3,4,0,12.0,0.0,8.5,2,2,High,10.8374,10.8374,10.109444252427517,5.8027224225111045,0.83,1.548,0.517,1.714,0.484
Kwara,Commercial,Bungalow,Solar,B and C,Yes,No,No Backup,4,7,9,13,0.9,0.0,7.9,1,1,Very high,9.0485,9.0485,7.822444729489319,6.925988047243197,1.73,0.566,0.536,0.056,7.696
Kaduna,Commercial,Factory,Solar,B and B,No,Yes,Generator,4,4,7,15,0.0,1.6,7.8,1,2,Moderate,9.6292,9.6292,7.932721027481948,5.585374243605899,1.4,0.875,0.548,0.0,inf
Lagos,Commercial,Factory,NEPA/PHCN,B and B,Yes,No,Generator,5,3,8,13,7.7,0.0,7.8,0,1,Very high,10.4123,10.4123,9.9607181859904,5.827768454437193,1.17,0.947,0.511,0.7,0.757
Kano,Residential,Mansion,Generator,B and C,Yes,Yes,Generator,3,8,9,11,13.8,17.5,5.1,0,2,Low,8.5321,8.5321,8.817742129574842,4.8895969657192,1.63,0.502,0.492,0.812,0.354
Abuja,Industrial,Shop,Generator,B and B,Yes,No,Generator,7,4,5,26,14.4,0.0,6.9,0,2,High,9.6981,9.6981,7.81923445385907,5.161351511474879,0.74,1.078,0.554,1.6,0.358
Kaduna,Commercial,Bungalow,Generator,B and C,No,Yes,Generator,2,1,7,7,11.3,1.3,7.1,2,2,Low,8.7567,8.7567,7.3864708488298945,3.487375077903208,1.74,1.095,0.542,1.412,0.309
Enugu,Residential,Duplex,Generator,B and D,Yes,Yes,Solar,7,2,3,22,0.0,2.6,6.3,0,0,Low,7.4994,7.4994,7.217443431696533,3.044522437723423,0.43,1.5,0.51,0.0,inf
Kano,Industrial,Flat,Generator,B and A,Yes,No,Generator,4,6,6,0,10.7,0.0,6.1,1,1,Very high,9.6933,9.6933,9.394743094973961,5.775793010632473,1.44,0.808,0.508,0.892,0.54
Kwara,Agricultural,Bungalow,Both,B and D,No,Yes,Generator,2,4,8,10,10.4,2.3,5.1,5,1,High,9.6455,9.6455,6.12029741895095,5.247550249494384,2.62,0.804,0.612,0.867,0.505
Enugu,Residential,Shop,Solar,B and C,Yes,No,Generator,1,3,8,2,14.6,0.0,6.9,1,3,Low,6.9088,6.9088,9.23024103368252,4.3463994570307305,4.35,0.628,0.428,1.327,0.298
Enugu,Residential,Flat,NEPA/PHCN,B and A,No,No,Solar,4,9,7,9,11.5,0.0,4.7,0,1,High,9.2282,9.2282,7.988542982737695,6.270421163241404,1.57,0.577,0.536,0.719,0.545
Oyo,Commercial,Flat,NEPA/PHCN,B and D,Prepaid,No,Generator,2,2,9,19,7.8,0.0,8.9,4,2,Very high,8.2682,8.2682,9.517898598432753,5.648974238161206,2.82,0.752,0.465,0.709,0.724
Enugu,Residential,Office,Generator,B and B,No,No,Generator,3,2,11,10,11.2,0.0,4.8,0,2,High,9.6358,9.6358,8.892886141190731,6.07718342251052,2.03,0.741,0.52,0.862,0.543
Kaduna,Government,Flat,NEPA/PHCN,B and B,Yes,No,Generator,3,4,7,24,9.9,0.0,8.4,0,1,High,8.2657,8.2657,9.486531677712465,6.296925140911405,2.1,0.751,0.466,0.9,0.636
Oyo,Residential,Bungalow,Both,B and B,No,No,Generator,8,3,9,0,7.6,0.0,4.9,2,0,High,8.0513,8.0513,8.866017398810255,5.996700813903228,0.75,0.671,0.476,0.633,0.789
Anambra,Industrial,Bungalow,Generator,B and C,Yes,No,Generator,3,3,9,0,19.5,0.0,6.2,0,1,High,9.6718,9.6718,9.939867696628879,4.440295542797857,1.48,0.806,0.493,1.625,0.228
Bauchi,Commercial,Shop,NEPA/PHCN,B and C,Yes,Yes,Solar,2,3,8,0,6.8,0.5,7.7,1,1,Moderate,9.8711,9.8711,10.079036225042653,5.13167228913909,2.57,0.897,0.495,0.618,0.755
Delta,Commercial,Mansion,NEPA/PHCN,B and B,Yes,Yes,No Backup,6,4,11,12,4.6,8.1,4.1,1,0,Moderate,10.4594,10.4594,8.476162841858246,4.5612182984589085,0.76,0.697,0.552,0.307,0.992
Enugu,Residential,Flat,Generator,B and C,Yes,No,Solar,8,6,5,30,7.3,0.0,10.0,2,1,High,9.4374,9.4374,9.138092207768558,5.940171252720432,0.74,0.858,0.508,0.664,0.814
Lagos,Residential,Shop,Solar,B and B,No,No,Solar,3,4,9,9,23.8,0.0,6.3,3,0,Very high,8.6629,8.6629,9.905585350618274,6.481270803649897,2.16,0.666,0.467,1.831,0.272
Plateau,Residential,Office,Generator,B and B,Yes,Yes,Generator,6,4,8,7,11.1,5.9,4.7,1,0,Low,9.3661,9.3661,6.180016653652572,4.291828366755733,0.72,0.781,0.602,0.925,0.387
Abuja,Residential,Office,Solar,B and B,Yes,No,UPS,2,3,11,9,13.8,0.0,5.9,1,0,Moderate,9.6762,9.6762,9.39465993143281,4.318820558770089,2.16,0.691,0.507,0.986,0.313
Enugu,Residential,Duplex,NEPA/PHCN,B and A,Yes,No,Generator,4,5,6,18,22.4,0.0,4.0,0,1,Moderate,8.9137,8.9137,8.62515033292133,5.680513847716846,1.42,0.81,0.508,2.036,0.254
Benue,Industrial,Flat,NEPA/PHCN,B and A,Yes,No,Generator,6,6,6,17,7.4,0.0,6.4,0,0,High,9.8059,9.8059,9.201904893155081,5.663307642090483,0.94,0.817,0.516,0.617,0.765
Anambra,Residential,Flat,Generator,B and D,Yes,No,Generator,6,4,9,7,9.0,0.0,7.3,1,0,Low,10.2675,10.2675,8.314587291319576,4.732683506287051,0.79,0.79,0.553,0.692,0.526
Rivers,Industrial,Flat,Both,B and D,No,Yes,Solar,1,7,4,15,9.6,0.7,4.4,1,0,Low,10.0079,10.0079,10.043336447652527,4.990432586778736,4.99,0.91,0.499,0.873,0.52
Benue,Residential,Duplex,NEPA/PHCN,B and C,No,Yes,Solar,3,5,4,17,9.0,2.4,6.5,3,1,High,9.6065,9.6065,8.758883680017025,5.940171252720432,1.98,1.067,0.523,1.0,0.66
Kwara,Industrial,Flat,Solar,B and C,Yes,No,Generator,1,3,7,12,9.5,0.0,2.7,2,1,Very high,9.5119,9.5119,7.911690520708339,6.459278280280682,6.46,0.951,0.546,0.95,0.68
Plateau,Agricultural,Office,Solar,B and A,Yes,No,Solar,7,2,10,10,0.5,0.0,6.1,1,2,High,9.5755,9.5755,8.101980731853192,5.597680943773655,0.8,0.798,0.542,0.042,11.195
Kwara,Residential,Bungalow,Generator,B and B,Yes,No,Solar,4,2,5,24,9.5,0.0,6.4,2,0,Moderate,7.8442,7.8442,9.634627234324935,5.940171252720432,1.49,1.121,0.449,1.357,0.625
Bauchi,Government,Factory,NEPA/PHCN,B and B,Yes,Yes,Generator,4,4,5,25,17.8,1.9,4.4,2,1,Moderate,7.0309,7.0309,6.369900982828227,5.310245937413311,1.33,0.781,0.525,1.978,0.298
Anambra,Commercial,Factory,NEPA/PHCN,B and B,Yes,No,Generator,2,6,12,14,17.1,0.0,5.8,1,1,Very high,8.6406,8.6406,10.246083855865301,5.039546637590676,2.52,0.48,0.457,0.95,0.295
Rivers,Industrial,Bungalow,Generator,B and B,No,No,Generator,4,4,9,12,7.5,0.0,7.0,2,1,High,9.708,9.708,8.017307507688582,5.095588999976419,1.27,0.747,0.548,0.577,0.679
Kwara,Commercial,Flat,NEPA/PHCN,B and D,Yes,No,UPS,3,3,9,16,9.1,0.0,5.5,1,3,Moderate,10.0058,10.0058,9.03788993497749,5.717356594683319,1.91,0.834,0.525,0.758,0.628
Kwara,Residential,Bungalow,Solar,B and B,Yes,No,Generator,2,2,9,11,5.8,0.0,4.0,3,0,High,7.4448,7.4448,9.060563446657955,6.203749355087316,3.1,0.677,0.451,0.527,1.07
Kwara,Residential,Flat,NEPA/PHCN,B and E,Yes,No,Solar,1,6,10,2,8.1,0.0,5.6,3,0,Very high,9.903,9.903,8.102889134640868,6.924514062797091,6.92,0.619,0.55,0.506,0.855
Anambra,Residential,Bungalow,Solar,B and A,No,No,Solar,6,3,10,16,12.8,0.0,4.5,2,0,High,9.1713,9.1713,9.994607145903611,5.245970886175828,0.87,0.705,0.479,0.985,0.41
Plateau,Commercial,Office,Solar,B and C,Yes,No,UPS,3,4,4,21,8.4,0.0,5.2,0,1,Low,7.9505,7.9505,8.502688505213357,6.035481432524756,2.01,0.994,0.483,1.05,0.719
Delta,Agricultural,Bungalow,NEPA/PHCN,B and E,No,Yes,UPS,2,2,7,18,12.1,1.1,7.3,1,0,Low,9.7516,9.7516,7.049254841255837,5.995207533386816,3.0,1.084,0.58,1.344,0.495
Abuja,Industrial,Flat,Solar,B and D,Yes,No,Generator,5,8,7,17,12.3,0.0,6.9,0,0,Very high,9.6783,9.6783,10.024155312261101,6.356281256738337,1.27,0.645,0.491,0.82,0.517
Anambra,Residential,Bungalow,Both,B and D,Yes,Yes,Solar,1,5,7,16,17.7,0.7,6.6,4,1,High,10.2312,10.2312,8.132118772955806,5.874087678954409,5.87,0.853,0.557,1.475,0.332
Rivers,Industrial,Bungalow,Both,B and B,Yes,No,Generator,2,2,7,7,7.0,0.0,4.7,0,5,Moderate,9.9674,9.9674,7.994969522697877,4.31748811353631,2.16,1.107,0.555,0.778,0.617
Enugu,Industrial,Office,Solar,B and C,Yes,No,Generator,5,2,10,16,12.6,0.0,5.2,0,1,Very high,9.0864,9.0864,10.408526465540385,6.137294995319522,1.23,0.757,0.466,1.05,0.487
Bauchi,Residential,Mansion,NEPA/PHCN,B and A,No,No,Generator,4,3,10,24,17.5,0.0,6.2,2,2,Very high,10.3705,10.3705,9.264336011737194,5.400873954873129,1.35,0.798,0.528,1.346,0.309
Delta,Residential,Office,NEPA/PHCN,B and D,Yes,No,Generator,4,6,12,8,16.8,0.0,5.6,1,3,High,9.9025,9.9025,8.15248607578024,4.1059436980654525,1.03,0.55,0.548,0.933,0.244
Niger,Residential,Duplex,NEPA/PHCN,B and C,No,Yes,UPS,2,2,7,14,11.9,6.0,8.6,2,1,Low,10.7725,10.7725,9.98118906019998,5.003274939689963,2.5,1.197,0.519,1.322,0.42
Sokoto,Government,Duplex,Generator,B and B,No,No,Generator,1,4,10,12,4.6,0.0,7.2,0,0,Moderate,9.2594,9.2594,10.303940118820748,5.506550305126492,5.51,0.661,0.473,0.329,1.197
Delta,Industrial,Flat,NEPA/PHCN,B and A,No,No,Generator,4,5,4,7,6.3,0.0,4.4,1,0,Moderate,8.5796,8.5796,5.937536205082426,5.404027820970151,1.35,0.953,0.591,0.7,0.858
Enugu,Residential,Shop,NEPA/PHCN,B and E,Yes,No,Generator,4,4,7,17,17.1,0.0,6.1,1,1,Moderate,9.7203,9.7203,8.381831553485561,5.268888555857225,1.32,0.884,0.537,1.555,0.308
Lagos,Residential,Flat,Both,B and D,Yes,No,Generator,5,1,11,13,0.0,0.0,9.0,1,2,Moderate,8.296,8.296,8.457443187010464,4.165113633110308,0.83,0.691,0.495,0.0,inf
Oyo,Industrial,Bungalow,Solar,B and D,No,Yes,Generator,4,4,9,8,14.5,0.5,8.8,2,2,Very high,9.0007,9.0007,10.041944295683145,5.342334251964811,1.34,0.692,0.473,1.115,0.368
Abuja,Government,Bungalow,Both,B and D,Yes,Yes,Generator,2,6,7,13,10.0,3.8,6.9,1,1,Low,8.4699,8.4699,9.485468978356344,3.044522437723423,1.52,0.652,0.472,0.769,0.304
Abuja,Industrial,Bungalow,Both,B and B,Yes,Yes,Solar,2,2,4,11,13.6,2.0,6.2,1,3,High,9.6981,9.6981,9.410829232725586,6.1764907763090635,3.09,1.616,0.508,2.267,0.454
Sokoto,Commercial,Bungalow,NEPA/PHCN,B and D,No,No,Generator,5,1,9,8,12.4,0.0,5.7,1,1,Moderate,6.9088,6.9088,10.096872681686062,3.044522437723423,0.61,0.691,0.406,1.24,0.246
Lagos,Residential,Flat,Generator,B and C,Yes,Yes,UPS,2,3,10,3,3.6,3.1,4.4,2,0,Low,9.8735,9.8735,9.382022193665792,5.431098477781855,2.72,0.76,0.513,0.277,1.509
Oyo,Commercial,Duplex,Both,B and B,Yes,No,Generator,1,6,8,8,10.9,0.0,3.8,2,2,Very high,10.2965,10.2965,9.106534203250593,6.090178020044014,6.09,0.735,0.531,0.779,0.559
Abuja,Residential,Office,NEPA/PHCN,B and D,Yes,Yes,UPS,5,6,10,10,4.7,3.7,7.8,0,0,Low,9.8762,9.8762,10.20499856292435,4.180522258463153,0.84,0.617,0.492,0.294,0.889
Rivers,Industrial,Shop,NEPA/PHCN,B and B,Yes,No,Generator,5,5,7,35,7.8,0.0,5.1,0,0,Moderate,8.5436,8.5436,6.946013991099227,3.966511190712216,0.79,0.712,0.552,0.65,0.509
Kano,Residential,Factory,Generator,B and D,No,No,Generator,1,4,11,17,10.9,0.0,4.9,2,1,Low,9.6534,9.6534,7.880804344674901,3.716008121502189,3.72,0.644,0.551,0.727,0.341
Kano,Industrial,Office,Both,B and B,No,Yes,Generator,3,4,5,14,3.5,1.2,5.9,0,1,Low,9.6179,9.6179,8.676587243566487,5.176149732573829,1.73,1.069,0.526,0.389,1.479
Abuja,Residential,Duplex,Both,B and B,Yes,Yes,Generator,4,3,9,9,0.0,0.8,6.7,2,1,Low,10.7742,10.7742,8.730043953245016,4.33990170837321,1.08,0.898,0.552,0.0,inf
Niger,Industrial,Duplex,Solar,B and B,Yes,No,UPS,4,4,11,24,6.3,0.0,8.2,1,1,Very high,9.3715,9.3715,9.602517585757411,6.581886625145115,1.65,0.625,0.494,0.42,1.045
Kaduna,Residential,Factory,NEPA/PHCN,B and B,Yes,Yes,Generator,4,6,12,2,13.1,2.2,5.4,0,3,Very high,8.7371,8.7371,7.911690520708339,6.564278568208041,1.64,0.485,0.525,0.728,0.501
Abuja,Residential,Shop,NEPA/PHCN,B and C,No,No,Generator,6,5,9,17,9.4,0.0,5.0,2,2,High,8.6977,8.6977,8.967759126769497,5.31762967758041,0.89,0.621,0.492,0.671,0.566
Bauchi,Commercial,Bungalow,NEPA/PHCN,B and B,No,Yes,Generator,2,7,4,14,8.2,2.3,4.3,1,0,Moderate,10.1196,10.1196,8.722254235179681,8.442469645220301,4.22,0.92,0.537,0.745,1.03
Bauchi,Residential,Bungalow,NEPA/PHCN,B and B,Yes,No,Generator,4,6,6,5,9.4,0.0,9.6,1,0,Moderate,7.1585,7.1585,10.342580841624276,3.044522437723423,0.76,0.597,0.409,0.783,0.324
Enugu,Government,Office,NEPA/PHCN,B and C,No,Yes,Generator,3,5,6,19,11.4,0.8,3.4,1,0,Low,9.8979,9.8979,8.451694209183541,4.537961436294641,1.51,0.9,0.539,1.036,0.398
Enugu,Commercial,Flat,NEPA/PHCN,B and E,No,Yes,UPS,3,4,6,8,16.2,0.6,5.6,0,1,Moderate,9.5886,9.5886,9.445017159104065,6.182911011678937,2.06,0.959,0.504,1.62,0.382
Niger,Commercial,Office,Both,B and A,Yes,No,Generator,5,5,14,11,12.3,0.0,5.5,3,0,Very high,10.2957,10.2957,10.297183677044293,5.045358730154642,1.01,0.542,0.5,0.647,0.41
Bauchi,Industrial,Office,Generator,B and B,No,No,UPS,4,6,11,2,14.5,0.0,5.4,1,2,High,9.2825,9.2825,7.99598047476376,3.754198920234579,0.94,0.546,0.537,0.853,0.259
Benue,Government,Shop,Both,B and C,No,No,Generator,8,1,9,11,2.2,0.0,8.8,0,1,Moderate,10.6752,10.6752,9.878938679614715,3.044522437723423,0.38,1.068,0.519,0.22,1.384
Oyo,Commercial,Shop,Generator,B and E,Yes,No,Generator,6,5,5,16,0.0,0.0,3.8,1,1,High,10.4604,10.4604,9.573037148233409,6.0364379127507135,1.01,1.046,0.522,0.0,inf
Kwara,Government,Duplex,Generator,B and B,Yes,No,No Backup,3,7,2,2,9.4,0.0,5.6,0,2,Low,9.7556,9.7556,7.455298485683291,3.885679030088544,1.3,1.084,0.567,1.044,0.413
Delta,Residential,Flat,Solar,B and B,Yes,Yes,Solar,1,4,10,7,7.8,2.1,5.6,3,0,Moderate,7.7385,7.7385,9.9122490582047,4.115779842942166,4.12,0.553,0.438,0.557,0.528
Rivers,Residential,Bungalow,Generator,B and D,Yes,No,Generator,5,3,7,12,14.8,0.0,7.3,0,0,Very high,10.4585,10.4585,9.175593635646347,6.251903883165888,1.25,1.046,0.533,1.48,0.422
Lagos,Commercial,Shop,Generator,B and C,Yes,Yes,Generator,5,5,9,4,1.7,3.1,3.0,1,0,Very high,9.9121,9.9121,6.679599185844383,9.070273383079064,1.81,0.708,0.597,0.121,5.335
